ID,review,label
3665,ab dekh lo mene to kch nhi kiya,Negative
3666,allah pak har bache par maa bap ka saiye hamesha salamt rakhe ameen,Positive
3667,jis ka faida qaumi team ko pohanchta hai,Positive
3668,aoama pti say request karta hun k na par review karay plz maher wajid is best candidate plzzz ye seat loose mat karo,Positive
3669,last seen bht axha tha jb arsal se coffee girti hai jiya ky hath per osm,Negative
3670,aj ki episode superb thi itna enjoy kiya dil hi nhi ker raha tha ky drama khtm hofinally jiya ko arsal ki feeling ka ahsaas to huaa,Positive
3671,sabiqa ummaton ki tarah tum per bhi rozay farz kiye gaye hain takay tum mut taqi ban jao,Positive
3672,yeh tha loser wala msg ka mtlb,Negative
3673,dekh lo saen k bary me glt baaten kr rahy han,Negative
3674,mein aap ko aqwam e mutehda mein pakistan ka mustaqil numaiynda bana kar bheja gaya,Positive
3675,allah pak hum sbb ko waqt ka namzi bnae ameen,Positive
3676,allah musalman phir dor e jahalat me jaraha h hiyaday farma aese logo ko jo awam ki zindgiyo ko azab bana rahy hai inko to garak kardy,Positive
3677,allah buzrgo ka saya ham par darazz farmaey ameen,Positive
3678,allah pak ki mehrabani pr hai is liye,Positive
3679,maotbar rkhta tha nazro se b gira dta tha,Negative
3680,ye bachay ko to sab kuch pata tha,Positive
3681,aameen mere azeem rab,Positive
3682,mashallah allah in ko hr kisi k nazar bad say bachaay ameen,Positive
3683,mashaallah,Positive
3684,saazon ki sangat mein pesh ki jane wali in nazmon ko wo theka kaha karte the,Positive
3685,lakh de lanat ho tum logon pr police walon or jo sath me hy,Negative
3686,londiyon sy zada londy yaha pighlty bheee,Negative
3687,yahin qismat ki devi un par meharban hui aur “ rehmat gramophone house ” naami aik company ne un ke songs ki recording ki… “ udhar zindagi ka janaza uthega ” aur saraiki geet “ naki jae gal tu rus naa ae dhola ” ( choti si baat par naraz ho jate ho maahi ) jab market mein aae to jaise hulchul mach gai,Positive
3688,mein inho ne pehli martaba british ka tour kiya to wahan bhi dhoom macha di,Positive
3689,agar pti election campaign achay tareeqay se kar gai tu phir inshallah hum jeetien gey,Positive
3690,jaisa daik raha hai waisa hai nahiplz na kharidi,Negative
3691,police rangers notice lein,Negative
3692,saal ki umer mein sarojini naidu ne london ke kings college mein admission le liya bad azaa inho ne girton college cambridge mein bhi taleem paai,Positive
3693,thank you so much,Positive
3694,offensive for the guy who works on excel :d lolz :d,Positive
3695,jurat o bahaduri ki esi masalein pori duniya mein tariq mein khal khal hi dekhne ko milein gi,Positive
3696,khush reh meri jan love you,Positive
3697,lekin uncle ne jo b batein ki wo sab haqeeqat thi or unho ne hadeeso ki misaal de kr proof dia,Negative
3698,point table par position dekho team ki worst performance dekho or baatein dekho,Positive
3699,hakeem sahab allah talla aap ko jazay kheer de salo se amal duay sunty hoo wazify parhty ho aapp ki wazifo se faiz pahucha hai,Positive
3700,chuta zahen,Negative
3701,mujhe jote kharidne ka shoq hai magar koi si do joriyan hi bar bar pehanta hun,Positive
3702,aur jin ko kismet sa hi milain tuuuuaiso ko daikh k jalna walo ko khabees orat bolta hain🤣🤣🤣🤣,Negative
3703,purana jugar ha ye bus botel k cap mazboti se band ho air tight leak na ho pai pani m bhale khali ho apko doobny na de gi is se to aik bandy ny kashti banai thi,Positive
3704,iqbal bano ne film ke liye kae khobsurat aur yaadgar naghme gaae,Positive
3705,phattar marnee waale par b phool pekhte hai,Positive
3706,hazrat g allah apko slamat rakhay,Positive
3707,jo shakhs roza me kirdar o guftaar me jhot na choray tu allah ko us k bhokay piyasay rehnay ki koi zarorat nahi,Negative
3708,dekha jaye to unki pori zindagi hi jail ke chakker katte huye guzer gae,Negative
3709,no wtf meri janu zyada pyaari hay,Negative
3710,phir jab main secondary school mein aai to aik moqe par meri sports teacher miss zareen ne mujhe bolaya aur kaha ke tum behtareen athlete ban sakti ho,Positive
3711,khair mubarak duao me yad rkna,Positive
3712,me pti walon ko jeetnay k liye keemay walay tu dor ki bat saaday naan b denay ki zrorat nhi ha miyan saab k is halqay me last years se jitni development b hoi ha oska credit pti candidate haji ali asgar manda ko jata ha,Positive
3713,dosra salman taseer isko b koi qadri chayay,Positive
3714,ak achi baat logono tak pohnchne ka shokryea jazak allah kheer,Positive
3715,aap ki tabai hazir jawabi bazla saji aur shafuftagi mukhatib ko garwidah kar leti thi,Positive
3716,vote mustarad kar deye gaye,Negative
3717,allah uny is aziat sy nijat dlay or malgoon dalal bygert parwaz musharf or humari army k gernalo hukmrano ko zilat o ruswae k zindagi ata krt bger iman k mout dy,Negative
3718,asan chalaak oonh😂😂🙏🏻🙈,Negative
3719,hukumat un se naraz ho gai aur april ko nawa e waqat ko allot shudah press zabt kar leya gaya aur punjab ke tamam chape khanon ko nawa e waqat shaya na karne ki hidayat kar di gai,Negative
3720,srf yhi wala part funny laga,Positive
3721,ap sb se phr arz kiya ja raha hai bataon sawalon se guraiz karain,Negative
3722,app ko bi mubarak hazarat jee,Positive
3723,u ki koi messni friend hai😂😜,Negative
3724,ab ye jail jay gi or jb jail sy aygi to is ky mun may ayk dant nhi hoga sir sfeed or hath may lathi or logo ki lanty alg sy suny gi kngree,Negative
3725,salaam g aap ka show bohot acha hae,Positive
3726,hm is ki khilaf warzi krnay waly k khilaf kesay karwai kr sktay hain,Negative
3727,allah inki umar daraz kry,Positive
3728,lahore qalandars love you,Positive
3729,bari he fit shirts hai teeno color bhi acha hai aur fitting bhi overall dekhnay mein bari stylish lagti hain,Positive
3730,baycot kartay hain,Negative
3731,leki is ke leye taqatwar takhliqi shakhsiyat ki zarorat hoti hai kyun ke ye nihayat mushkil kaam hai,Positive
3732,security na dene per polio muhim multavi,Negative
3733,jes election my insani jan ko hatra ho un say allah hsmy baay,Negative
3734,” america ki nowa south eastern university ki tarfa se unhen doctorate ki ezazi degree in alfaz ke sath ata hoi “iftikhar muhammad chaudhry! ap ne duniya bhar mein qanondanon aur aam logon ko walwal e tazah bakhsha,Positive
3735,yr wesy mil k sb ko set kr dyn gyn 😂,Positive
3736,humaray liay bhi dua ker dain allah pak ap ko is kab ajer day ameen,Positive
3737,begairati,Negative
3738,date marly free m,Negative
3739,ye khabes choreyon main zardari k sat shareek ha awr bhonkta ha nawaz ke tarah,Negative
3740,thank you nawaz shareef,Positive
3741,iqbal bano ko classical aur neem classical bilkhusoos mere watan ke naujawan watan ke geet gaae jaa aur yeh apni zameen yeh apna watan sooraj ki tarah roshan roshan apni misaal aap hain,Positive
3742,adaaa,Positive
3743,baras ki umar mein jab inho ne apne barey mein khud faisle karne shuru kiye to inho ne is haqiqat ka bhi saamna kiya ke musalsal koshishon ke bawajood wo piano bajane mein itni maharat hasil nahi kar sakin ke inhe “ professional pianist ” qarar diya ja sake chunache pianist banne ka khayal dil se nikaal kar inho ne shobaa siyasiyat ka rukh kar liya,Negative
3744,apky bhatakny ki waja,Negative
3745,wowwwwwwwwwwwwwwwwww mashallah ramzan me bhot noor aya h,Positive
3746,wifaq k amp kpk k sarkari mehekmay pesco k arab k nadihinda niklay wifaqi wizarat e pani o bijli bhi shamil hai dastawiz,Negative
3747,nojwan nayi nasal apny mulk sy muhabbat main bht door ho rhi hai in bagairton ki waja say,Negative
3748,main aaj se hi bicha doon us raah pe palken,Positive
3749,xactlycup apnaspoon apna sakoon apna 😜😛,Positive
3750,bhi tou hamare gham main shamil thi :d,Negative
3751,dr asim ku jald shakhsi zamanat pr riha krny ka imkan dr asim case mn dehshat gardi k shawahid sabit na hoiay media zarai,Negative
3752,dua ki talib,Positive
3753,isi se miltq julta tha ab kiya me tmhare wo nayab alfaz yad krne bethun,Negative
3754,kya bat haijunoon long live,Positive
3755,maqtadra quomi zaban majlis taraqi e adab aur pakitan film sensor board ke sadar hain,Positive
3756,apni aunty ko smjyo thora dame tm py gye ha,Negative
3757,inayat hussain bhatti ne itehad benul muslimeen ke leye dora shuru kiya aur pore punjab mein ja kar tamam makatib e fikr ke ulma ko aman bhai chare par qaim masher ki tashkil par razi kiya,Positive
3758,itny ghtiya quality ky trouser nhi dakhy pehly din he slai nikal gyee very disappointed,Negative
3759,pm nawaz sharif se molana fazl ur rahman ki mulaqat muzakrat se mutalliq agah kia wazir e azam ne salisi kirdar ko saraha,Negative
3760,allah pak is henzeer insan ko aur isky himayat karne walo ko dunya aur akherat may zalil oriswa nestonabood kardy,Negative
3761,fauji adalton ke qayam ka supreme court ka faisla khushaaind hay,Positive
3762,kay dastoor ko akhri shakal denay mein woh manzoor qadir kay dast rast thay,Positive
3763,police fir dy ky aram farma rahi hai pesy mag rahi hai or hukmran so rahy hai,Negative
3764,wo poochna tha k school acadmy college aur universities mn bhi siasi campaign bann hy,Negative
3765,great,Positive
3766,bohet hi alla bhai,Positive
3767,hamare han aam taur par shadi shuda afraad is liye maa baap banne ki khuwahishmand hote hain ke muaashra in se yehi tawaqqa kar raha hota hai,Positive
3768,ap mahaan ho ap india chaly jao 🤣,Positive
3769,dist korangi uc green town ward abdul mabood majid sheikh azad umedwar intkhabi nishan bijli ka heater ko vote dein,Positive
3770,peoples party ke bohat se logon ne inhe apni saffon mein hamesha shukk ki nazar se dekha,Negative
3771,kis ny dekh lena,Negative
3772,ye hamra mardemujahid he,Positive
3773,matlab yeh ke main is hawale se khud par koi dabao nahi leti,Positive
3774,ya allah aunty ka nic gum hojae july ko aur august ko mile,Negative
3775,v good,Positive
3776,inho ne tijarat mein anthak mehnat ki wajah se bohat taraqqi ki aur bil aakhir aik barhe business man ban gaey,Positive
3777,han main bhi krta hun ptcl bb aaraam say hojata hai,Positive
3778,jhot yourup men to phir sab khusry hoty,Negative
3779,hahahahahaha bht khushi hoti :p,Positive
3780,titt liyaan mandlarhi hein kanch k gulldaan par lt,Positive
3781,fazul movie lag re trailer sa,Negative
3782,oh ho,Positive
3783,sirf moqa milne ki baat hai agar ye musalsal milte rahe to nataij aur behtar hun ge,Positive
3784,meri bohat expectations thee is phone se lekin qmobile ka x kuch zyada hee sust aur halka hai is phone ko mein sirf looks pe hee rate karoonga kiunkay chalne mein yeh mujhe pasand nai aaya slow hai hang hojata hai chalte huay hang hojata hai kaafi maslay hain jo har bar restart karkay hee sahee hote hain camera se mein satisfied hoon lekin yeh phone apnee marzee se chalta hai,Negative
3785,sharabi bhi super hit film thi,Positive
3786,agar so abb secretly married hon tu imran khan k liye dooooob marney ka muqaam hea,Negative
3787,billo aur dj ab kuch karaingay aisa lag raha hai aur waisay b jiya ho gaya hai tujh ko to pyar sajna laakh kar le tu inkar sajna,Positive
3788,yar zinadabad baki parties waloo k moo par slap hai,Negative
3789,innna sona kyu rab ne banya jee kr dekhti rahu,Positive
3790,iska hum kya karain hmain syria k muslims ka btaien chor dain india k uthanay,Negative
3791,europe mein nashata sania ka hero ho ya barre sagheer mein maazi ka har barha aadmi……,Positive
3792,abhi ye nafrat ni kon jealous ha,Negative
3793,😂🤣 kon hai ye ghaleez dmagh wala,Negative
3794,gali na do dost or apni khurak b na btao,Negative
3795,itna ajeeb lehnga kon pehnta bhala,Negative
3796,yar ake jooty ki itni badi saza,Negative
3797,hum bhi uske aashique ho gaye hain!,Positive
3798,wo mein riha hue to watan ki azaadi ke liye in ke dil mein pehle se bhi ziyada tarap paida ho chuki thi,Positive
3799,ramzan ki aakhri raat me pori ummat k aamaal karnay walon ki maghfirat aur bakhshish ka faisla kia jata hai,Positive
3800,aakhir ul zikar geographies ko koh e qaaf aur koh ul tani ki bulandi napne aur dewaar e china ki tehqiqaat karne par mamoor kiya gaya tha,Positive
3801,logon k mizaj badaltey hain mausom ki trha,Negative
3802,hahahhahahhhahahhha oyee chl ayy chlkon si videosgandy or jhuty ilzam na lga!!,Negative
3803,sta kho sa khwata nakige 😜,Positive
3804,in ek iradon ki pukhtagi ka andaza is baat se lagaya ja sakta hai ke baras ki umer mein he in ki diabetes ki tashkhees ho gait hi,Positive
3805,tm chahte ho k mje crush k n se nafrat ho jaye,Negative
3806,kyun ke khawateen par hone wala tashdud khawateen ki taraqi mein rukawat ka bais banta hai,Negative
3807,kisi ourat kay liye halal nahi k woh sohar ki ejazt k baghair nafli roza rakhy,Negative
3808,good work nimra,Positive
3809,pata nahi kasy parhaya ju paper mi hova he nahi ata tu tha pr paper mi nahi hova,Negative
3810,aik sawal ke jawab mien mathira ne bataya ke main all rounder rahon aur bataur all rounder acting modeling hosting aur singing jari rahegi,Positive
3811,bohat maza aya acha timing bhi achi deta hai material bhi acha hai,Positive
3812,dua kr dain please jaldi shadi ki,Positive
3813,captain ke kehne par leg break karai jo par ka kafi tez nikli batsman colin mc donald cut marne ki koshish mein bowled ho gaya,Positive
3814,bhai ko shoro se he nai achi lagti :d,Negative
3815,awam ka haq mara gaya,Negative
3816,na jany q us ki aankhon pe zindagi lutanay ko ji chahta hai,Positive
3817,i love you lahore qalandars very good,Positive
3818,raju ko chahye hai k hina ko factory k toilet me pkar k phuddi maar de faida isi mai hai,Negative
3819,wo to shukar hy aesi technology ai nh abhi😂😂,Positive
3820,zabardast,Positive
3821,simple si ladki yeh role play kar ke kae kam umer girls ki role model bhi ban gai,Positive
3822,kisi k sa ath sahii par wo nazar to,Positive
3823,aaj bhi nahin aaya jhota channel arymanhos game show hi chalta rahabakwas tereen fahad mustafa or us ka ghatya show,Negative
3824,allah walo bataon se guraiz karain,Negative
3825,duao mai yad rakhay hum sub ko b,Positive
3826,ab sirf imagine kijiye imtihan ki ghari hai robot k wheels ghomnay se inkar kar rahay hain hashir sahab kharay robot ko dhakkay mar rahay hain sab shor () macha rahay hain jz bhai ne ghari nikal rakhi hai aur aik ajab afratafri () si chayi () hai,Negative
3827,agar sun lia ha tu zinda abad,Positive
3828,oye hoye sab di shadiya wah wah mola apko khushya ata kare ameen,Positive
3829,dua mai yad rakhay ga all family members,Positive
3830,zabardast lesson,Positive
3831,angelina jolie ne iraq combodia aur afghan muhajreen ke leye bhi bohat kaam kiya aur un ki bahali ke leye record funds jama kiye,Positive
3832,rozy b thy sb k lg to nai raha,Negative
3833,punjab mein ground clear kar wa yasindh mein bhibalochistan mein bhiaur ab yakatootlaanat laanat,Negative
3834,saeed anwar ball ko aise maarte the jaise hathora maar rahe hon,Positive
3835,yh ha bazookathaaaaaaaanice flavor read more hide,Positive
3836,sojaaaaa bhaaaiii itnaaa mat soooch,Negative
3837,aap tau millionaire ban jaen gee,Positive
3838,pakistan ki murtad hakomat k os azim qoom ki betii ki koi fekar nahi,Negative
3839,app k dil ki bhi :),Positive
3840,is ke baad hammer smith college mein county council of landon ki taraf se munaqidah fine art ke imtehan mein scholarship hasil kiya,Positive
3841,halfia kehta ho k mera or mqm ka raw se koi taluq nhi,Negative
3842,jis mein wo khasey kamiyab rahe,Positive
3843,lakin se mein west indies ka khilaf series mein pakistan faisalabad test har gaya,Negative
3844,skay pendant ki quality itnee achee nai hai,Negative
3845,ameer ki aik chappal ki qeemat is equal toghareeb ki beti ki poori shadi with jehez ye auqat hy hamare mulk may insaan ki,Negative
3846,kash ye khtam e na ho,Positive
3847,smjh nhi aa rhi,Positive
3848,in ki khidmaat hasil karne ke liye dhaka franchise ne lac dollars ki peshkash ki,Positive
3849,ab khayal rakhna apna,Positive
3850,wrongjis na taqdeer likhi ha wo maaaon sa ziyda pyar karta ha,Positive
3851,yes zaroo band karnah chea,Negative
3852,yh hobby ksee din hmyy marwayeee ga😂😂😂,Negative
3853,iss kamiabi key kuch hi arsey bad toor sim khan inteqal ker gae,Negative
3854,nhi pta allah or us k rasool saw ki etaat kro,Positive
3855,umer beta tumhara b dope test krwana prre ga lgta hai!!!,Negative
3856,march ka din mehaz taqarir karne ka din nahi balke ye din duniya bhar mein khawateen ke hoqoq ki bahali ka din hai,Positive
3857,or shadiyan krna bs tumhain or tumhare leader ko hi aati hain naaw,Negative
3858,nawaz ganjy ko (naahal) krwa kayy,Negative
3859,saddar murshid bazar se roz purani lash baramad,Negative
3860,*ye to cheating hue na phir,Negative
3861,hum kaamiyab hein 😉,Positive
3862,ryan rayyan raja ko dekho zara kitna badtameez hogaya hai na allah allah,Negative
3863,khubsurat ladki khoobsurat scenery mein,Positive
3864,yd h aik mohtrma hua krti ti shareeef tareeen bibi 😂😂😂,Positive
3865,wha bhut qoob,Positive
3866,sirf saal bad he depp aur lorry mein alehdgi hogi,Negative
3867,lol chori phr seena zori😡,Negative
3868,altaf hussain aaj bhi london mein moqeem hain aur wahan party ke international secretariat se party ke muamalat chala rahay hain,Negative
3869,khobsorat itny ho kia bataon tum ko maintery aagye chand ki ye chandi kia cheeez hai,Positive
3870,matlab ab cinema mai ceetiyaan na marein to kya karen,Negative
3871,man shidat se agli episode ka wait kar raha hon,Positive
3872,mashallah beautiful allah pak baba ka saya ap par salaamt rakhay,Positive
3873,lagwa ley ga pyaar chahta hai tumhara bsss,Positive
3874,bchodo loot k kha k ab chorian khud be pheno r logon ko be phenao,Negative
3875,se july tak karachi janay wali trainon k kirayon me kami khali trainen wapsi per senkron musafiron ko lati hen,Positive
3876,hazrat duaa men yad rakhen,Positive
3877,lajawab,Positive
3878,allah pak hamare sar pay ap ka saya hamesha qaim o daim rakhy,Positive
3879,hahaha kal ki debate k baad kamyab aurat ka award aap ko jata hai,Positive
3880,ye phone bohot acha laga mujay amaizing camera gb ram and big storage luncher kuch khas nahi tha to ma nay nougat launcher install kia ha to amazing look provide karta ha baqi phone ki look shining and smoot surface iski alag hi pehchan ha,Positive
3881,or sab se shreef or masoom hain,Positive
3882,humein raju rocket bhot acha lagalekin ap itni jaldi raju rocket khatam nhi krna chaiye tha,Negative
3883,hamari aadhi se zayada awaam toh andhi hai apni caste ko dekh kar vote karti hai usko nahe deti jo sahi hai,Negative
3884,yaar mera image! yaar meri izzat 😂😂😂😂😂😂,Negative
3885,ibn e safi ka lagaya hua pauda imran series is qadar tanawar hua ke aaj tak yah samarbaar hai aur kae aik musannifeen is silsile ko aage barha rahe hai,Positive
3886,haha jo phrya wo bi kon sa tmhn atta hoga :d,Negative
3887,jab ke dosri janib inhe jarihana mizaaj ka hamil aur khatraat mool lene wala politics samjha jata hai,Positive
3888,pakistan k tamaam politions ko sirf paisay say piar hay mulk say nahain aur tamaam bay ghart hain,Negative
3889,baldyati elections me polling ka silsila jaari awam me josh o kharosh,Positive
3890,aur jb koi aapko judge krnay ki koshish kray tou aap uski kuttay wali krnaay lgtay!!!,Negative
3891,wasim akram apne career ke urooj mein har aik ki tawajja ka markaz the,Positive
3892,match jeet k ye b ragarny ki batain krny lgy,Positive
3893,allah pak apko mazeed kamyabiyaan ataa frmaey,Positive
3894,nizami ki qadem masnoiyon phol bin nashati ki razm aama aur molla wajhi ki dastan sab ras ki daryaft molvi sahib ki sai musalsal se hi mumkin ho saki,Positive
3895,say chitti buchi phus gai hai,Negative
3896,bushra ansari performed interesting role in the film “abhi to main jawan hon” from geo tv,Positive
3897,mam ap kay lay,Positive
3898,ab tu pata chal gya na chill karo pher,Negative
3899,"is ke bad angelina ne ""without evidence"" aur ""hackers"" mein kaam kiya lekin ye films box office par koi muqam hasil karne mein nakaam rahein",Negative
3900,section a k hazraat o khwateen ( ) stage per robot ko chala kar dekhna shuru hi kiya tha k jz bhai aan paray,Negative
3901,mai etni pabandian kb lgati hun,Negative
3902,almi cricket mein kai umda khelaryon ki maujudgi ke bawajood jaif hint sey tek british open ka ejaz jeette rahe hint bahot achcha khelte they aur un ki ala technic ko matt dene ke leay kisi bahot hi azeem khelari ki zaroorat thi,Positive
3903,or apki corruption,Negative
3904,main imran se kehti hon ke aap ki hesiyat is se barh ke hai aap ko to aisa hona chahiye ke aane wali naslein bhi yaad karen ke aisa bhi koi leader tha,Positive
3905,jis tarah diwar se kil nikalne k bad b surakh maujod rehta hy,Negative
3906,allah ap sab ki murafin poire kary,Positive
3907,mother teresa ka kam sirf kolkata ya bharat tak mehdod na raha balke duniya ke kai hisson tak pheel gaya,Positive
3908,jab light agai to phone kar k kesc waloon ka shukria adaa kiya,Positive
3909,allah hazrat ki umeer daraz kray,Positive
3910,kesi chz ka totna girna qabr khodna mout ki yaad dilata hai,Negative
3911,ap patwari us si gila karo jis ni as mulk pi sal hukomrani ki naihal nawaz sharif jis american ijant ko chora likin quom ki beithi ko riha nahi kiya bi sharm bi zameir hkomran,Negative
3912,helen keller ki kahani aik behri aur nabena bachi ki kahani hai jis ne apne andhe pan aur behre pan ke bawajod na sirf aala taleem hasil ki balke mayos logo ke dilon mein apne josh aur walwale se himat paida ki,Positive
3913,azeem baap ka azeem beta allah lmbi umer dy,Positive
3914,paramedical per zulm band kro,Negative
3915,mera online business band karwaynge ye,Negative
3916,badshah salamat chonk gaye,Negative
3917,had hoti he tapne ki bhi is waqt quaid e azam ko bhi pm banado tab bhi awaam ne keerhe nikaal lene henunke khilaaf bhi refrence adair kardenge hen,Negative
3918,seen krk chor deti hain,Negative
3919,hawwa ki beti azal se zulm aur nainsafi ki chaki mein pisti hali arahi hai,Negative
3920,yeah ryt or sohaii to bohat pyari ag rai hai or kia lajawab acting kr rai hai,Positive
3921,iski mojdgi mehsus ni hoti,Negative
3922,lahore pti chairman imran khan ne kal aala satehi ijlas talab kar liya enquiry commission ki report ka jaiza liya jaiga,Positive
3923,aunty nu akho roadaan chatt lawiyo jadun pukh lagi,Negative
3924,mujy manzor h zalmi meri a jao,Positive
3925,face wash kafi use kiyea hain but yeah acha hai kafi specially summer may,Positive
3926,beshak 😂😂 kissi or k bas ka kaam nh ya 😂😂,Positive
3927,hath me daikhny me itna acha nahi lagta jitna pic me he,Negative
3928,ayyat karima parhna hai samnay ap sab ahbab ki sahulat k lia daal dia gaya hai isi ko parhty jaye,Positive
3929,intikhab alam ne bachpan mein jo qatal o gharat giri dekhi is ki yad aaj bhi larzah deti hai,Negative
3930,allah pe chorde bhai allah inse hisab lega firon ki oladon se,Negative
3931,rawalpindi pmln pti karkno me tasadum firing afrad zakhmi,Negative
3932,jahil log,Negative
3933,ki jung mein rupe pass rakh kar baqi sarmaya pakistan army defense mein jama karwa deya to bewi ne ppocha ke jung taweel ho gai to kia bane gainayat hussain bhatti ne kaha ke agar mera watan hi na raha to kia bane ga,Positive
3934,wh tax aaeen k article k khilaf hai darkhuast guzar,Negative
3935,khara hai na bhai zardari kay sath,Negative
3936,” ye kitab bhi matnaza their ab tak is par behas ho rahi hai,Negative
3937,ricky duniya ke iklote batsman hain jinho ne martaba aik calendar saal ke dauran test matches mein se zaiyd runs score kiye,Positive
3938,phir – mein kcca ne inhe select kar liya bad mein inho ne ubl adbp lahore national bank aur pakistan ki numaiydegi ki,Positive
3939,squash se hashim khan ne aisa rishta qaim kiya jo lazwal bana unhon ne khud zati tour per aur phir unke khandan ke farzandon ne iss khail se aisa nata jora ke tareekh hi badal dali,Positive
3940,hiba,Negative
3941,stel mil mulazmin ko mah ki tankhain mil gai rpt jokhio,Positive
3942,dua ki gia ga allan mari parashani khatem ho jia ameen,Positive
3943,is yaksaniyat se picha churane ke liye inho ne baqaida actors studio mein acting ki taleem o tarbiyat hasil kli,Positive
3944,ramazan ma hm roz dars sy aik lesson laty ha ab jo adat ap ko dkh or sun kr amal krty thy ap dua kijia ga kacha lesson az bar ho jai aik bechani ha ap sy door jany ki ab to dar sy apkadars ho ga mry lia dua kijia k ma apny amal roz dil tavajo sy kro allah ap ko her lamha taraqi or daraze ummer ata frmay ameen,Positive
3945,wo bolta to aaaa krta mae bolti to b shor machata,Negative
3946,ye to mje waise hi zehar lgta hy,Negative
3947,mazak chal raha hy kia,Negative
3948,aslam bot dhet ha tu b happy birthday,Negative
3949,allah is ko or is k taman khandan ko jo is tarha ka kaam karny ka sochtey he tabaha o barbad kardy or iran k shiaon ko bhi ammeen,Negative
3950,aqleeyat kabi marlimant ma a he nae skte,Negative
3951,koi school seal kia gya to mazahmat karenge,Negative
3952,next time mera or tumhara aisi phada hone wala ha media per,Negative
3953,dr malik ko naraz balochon ko mananay ka khayal aana girti saakh bachanay ke siwa kuch nahi,Negative
3954,mashaallah allah g khshyan dey or aysa he khush rakhee ap ko,Positive
3955,zati umoor ka ahtiram kia jaye,Positive
3956,kashh wait na krna prta hoooo,Negative
3957,saal ke bare mein ikhtelaf paya jata hai,Negative
3958,allah talh app ko ak roz najaat dalygh app ka barosa rab pr jald wo din aygh insahallah,Positive
3959,wait a minat sahir loodhe kya kar rha hy wo tu dikh raha hy lakin aik bat bataen ye jo chohty bachay bachyaan is program m shareek hain in k parents ki kya thinking hayjo wo apny bachoon ko asy kam karny dy rahy hain,Negative
3960,mein sarhad anye per pabandi khatam huye to ghar aney se pashter bambai mein griftar huye iss tarah chay baras bad august mein ghar wapis aye lakin unn qurbaniyon ka samara unhein uss waqt mila jab issi baras un ke sathi sarhad assembly ke pehle amm intekhabat mein pachas mein se unees nishashton per kamyab rahe,Positive
3961,bhai man mayal se sikha hai larki ki agar shadi kia bachay bhi hojaye tho himmat nahi harni,Negative
3962,yahan ke athletes job karne ke elawa zindagi ki tamam mushkilat bardasht karne ke sath sath kheelne ke leye waqat nikalte hain aur mulk ke leye bohat kuch karne ka jazba rkhte hain,Positive
3963,plz hakeem sab mere bate ka lia special duay kajia ga ga allah aus ka naseeb buht acha kara plz ameen,Positive
3964,runs banne lage,Positive
3965,apni khuwari ki riwayat ko barkaraar rakhte huwe aap ne ghalat section ka chunao kiya aur us main ja k baith gaye,Negative
3966,bhut he acha drama hai love it,Positive
3967,acha kaam kr rhy ho bachoon,Positive
3968,hahahahaha bht hi kameeny ho ap wesay brdasht ni hua na,Negative
3969,north nazimabad block l m n or malir khokharapar me bhi taweel loadshedding,Negative
3970,pata nahi tum kon sa constitution follow krty ho wo election nahi larh sakta campaign py koi pabandi nahi hote plz hawa main firing na keya karo pehly kuch rules jan leya karo bs apny ap sy rules bana lety ho,Negative
3971,unhon ne hindi zaban ke subuk alfaz bhi istemal kiye jin se un ki nasar mein aik ajeeb se chashni peda ho gai,Positive
3972,lo g paa g nawaz shreef tu bad bilawal v usi line pe ha,Negative
3973,hm kisi kam k hi nai hain 😭😂,Negative
3974,dj ki wja se drama dykna ka dil krta h,Positive
3975,pakistan ne do test super star ka bagair khele,Negative
3976,is ke bad inho ne hur jamat ko angrezon ke khilaf munazzam kiya jis par angrez hukomat ne inhe baghi qarar de kar march ko hyderabad jail mein phansi de di aur in ke jasd e khaki ko virsa ke hawale karne ke bajae ghayab kar diya,Negative
3977,yeh is baras ki behtareen film qarar paai aur is baras ke academy awards mein in ki nominations hui,Positive
3978,me inkar k siwa kuch b nhi,Negative
3979,iss ithad nay intaykhabat mein numayan aksaryat say kamyabi hasil ki aur november kay roze nawaz sharif ko palimony leader chun leya geya,Negative
3980,hmesha wafaqi hakomat ki ziyada barti ha punjab ki % hoti ha wafaq walon ko eid or har moqa par chotiyan bi ziyada pay bi or punjab ki ab un k sath % kr k bara ehsan jeetya ha bs ye bi na barhain,Negative
3981,great lala,Positive
3982,un mein nasar nigari ka khudadad johar tha,Positive
3983,saaf keh lo ao poondi karein,Negative
3984,jo shakhs apne jazbe ahsas fiqar o khayal mein jitna shaded aur khara ho ga is ki tehrir o taqrir isi qadar mosar ho gi,Positive
3985,shukran allahthank you nawaz shareef (i never liked him before)thank you my china the great,Positive
3986,ap b kisy ko achi lag te ha,Positive
3987,sho ko land mafia k khilaf karwai na karne par muattil kia gia,Negative
3988,be shak,Negative
3989,dostoo iss khawajasaraa ki bat ko mat ehmiyat doo ye naa to aadmi hy aur naa hi aourat darmiyani cheez hy jo bi bhounkata hy sunn lia karoo,Negative
3990,phadda bhi daikh liya point main safar bhi kr liya aur ghar bhi puhanch gaye!,Positive
3991,good,Positive
3992,sanjeeda acting comedy parody singing hosting aur ab drama nigari,Positive
3993,shakal ko koi nahe dekh rahaa,Negative
3994,aur ghabranay () ki zyada zarorat nahi hai meray dosto,Positive
3995,sdky u ki farakh dilli k,Positive
